Date,Price
2022.3.7,2492.53
2022.3.6,2549.4
2022.3.5,2665.42
2022.3.4,2622.15
2022.3.3,2834.91
2022.3.2,2947.14
2022.3.1,2975.81
2022.2.28,2922.5
2022.2.27,2616.34
2022.2.26,2776.96
2022.2.25,2767.53
2022.2.24,2596.52
2022.2.23,2578.15
2022.2.22,2636.13
2022.2.21,2569.87
2022.2.20,2619.32
2022.2.19,2763.81
2022.2.18,2779.56
2022.2.17,2894.03
2022.2.16,3118.9
2022.2.15,3182.27
2022.2.14,2929.31
2022.2.13,2870.25
2022.2.12,2917.1
2022.2.11,2927.63
2022.2.10,3071.83
2022.2.9,3243.62
2022.2.8,3115.88
2022.2.7,3140.18
2022.2.6,3056.2
2022.2.5,3013.81
2022.2.4,2994.99
2022.2.3,2692.8
2022.2.2,2681
2022.2.1,2787.16
2022.1.31,2686.82
2022.1.30,2602.77
2022.1.29,2600.02
2022.1.28,2545.95
2022.1.27,2424.66
2022.1.26,2461.41
2022.1.25,2458.07
2022.1.24,2441.01
2022.1.23,2540.81
2022.1.22,2412.52
2022.1.21,2571.29
2022.1.20,3004.72
2022.1.19,3083.65
2022.1.18,3160.15
2022.1.17,3209.35
2022.1.16,3346.59
2022.1.15,3327.74
2022.1.14,3307.9
2022.1.13,3238.03
2022.1.12,3370.89
2022.1.11,3237.89
2022.1.10,3085.43
2022.1.9,3150.3
2022.1.8,3080.02
2022.1.7,3195.31
2022.1.6,3407.77
2022.1.5,3535.86
2022.1.4,3789.52
2022.1.3,3764.24
2022.1.2,3830.67
2022.1.1,3765.67
